GOE 321 (HANSA-BRANDENBURG III.1) AIRFOIL

1.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 2.150000000000000001e-03
9.498499999999999721e-01 1.095999999999999926e-02
8.997100000000000097e-01 2.095999999999999946e-02
7.994499999999999940e-01 3.976999999999999980e-02
6.991899999999999782e-01 5.858000000000000013e-02
5.989100000000000534e-01 7.849000000000000421e-02
4.986999999999999766e-01 9.410999999999999921e-02
3.985400000000000054e-01 1.055200000000000027e-01
2.985099999999999976e-01 1.072300000000000059e-01
1.986100000000000088e-01 1.004499999999999976e-01
1.487199999999999911e-01 9.246000000000000052e-02
9.889000000000000568e-02 8.007000000000000228e-02
7.403999999999999471e-02 6.952999999999999459e-02
4.921999999999999986e-02 5.598000000000000198e-02
2.447999999999999829e-02 3.783999999999999864e-02
1.213999999999999975e-02 2.566999999999999837e-02
0.000000000000000000e+00 0.000000000000000000e+00
1.269999999999999948e-02 -1.371999999999999956e-02
2.521999999999999936e-02 -1.565000000000000072e-02
5.020999999999999769e-02 -1.480000000000000066e-02
7.517999999999999683e-02 -1.285999999999999990e-02
1.001500000000000029e-01 -1.111000000000000008e-02
1.501200000000000034e-01 -8.619999999999999191e-03
2.000899999999999901e-01 -6.729999999999999871e-03
3.000599999999999934e-01 -4.340000000000000108e-03
4.000500000000000167e-01 -3.660000000000000059e-03
5.000700000000000145e-01 -4.769999999999999934e-03
6.000699999999999923e-01 -5.190000000000000169e-03
7.000699999999999701e-01 -4.700000000000000185e-03
8.000500000000000389e-01 -3.820000000000000045e-03
9.000500000000000167e-01 -3.530000000000000152e-03
9.500399999999999956e-01 -2.840000000000000076e-03
1.000000000000000000e+00 -2.150000000000000001e-03
1.000000000000000000e+00 0.000000000000000000e+00
